TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
MIL,07/25/2020,MIL @ SAC,W,240,131,8
MIA,07/25/2020,MIA @ UTA,L,241,99,-2
LAL,07/25/2020,LAL @ ORL,W,241,119,7
LAC,07/25/2020,LAC @ WAS,W,239,105,5
DEN,07/25/2020,DEN @ NOP,L,240,104,-15
BKN,07/25/2020,BKN @ SAS,W,242,124,5
TOR,07/26/2020,TOR vs. POR,W,240,110,6
POR,07/26/2020,POR @ TOR,L,241,104,-6
PHX,07/26/2020,PHX @ BOS,L,239,103,-14
PHI,07/26/2020,PHI @ OKC,L,240,97,-5
OKC,07/26/2020,OKC vs. PHI,W,240,102,5
MEM,07/26/2020,MEM vs. HOU,L,239,104,-15
IND,07/26/2020,IND @ DAL,W,241,118,7
HOU,07/26/2020,HOU @ MEM,W,242,119,15
DAL,07/26/2020,DAL vs. IND,L,240,111,-7
BOS,07/26/2020,BOS vs. PHX,W,241,117,14
WAS,07/27/2020,WAS @ LAL,L,240,116,-7
UTA,07/27/2020,UTA @ BKN,W,239,112,5
SAC,07/27/2020,SAC @ LAC,W,240,106,4
ORL,07/27/2020,ORL @ DEN,W,240,114,4
NOP,07/27/2020,NOP @ MIL,W,241,124,21
MIL,07/27/2020,MIL vs. NOP,L,241,103,-21
LAL,07/27/2020,LAL vs. WAS,W,238,123,7
LAC,07/27/2020,LAC vs. SAC,L,239,102,-4
DEN,07/27/2020,DEN vs. ORL,L,241,110,-4
BKN,07/27/2020,BKN vs. UTA,L,240,107,-5
TOR,07/28/2020,TOR @ PHX,L,240,106,-11
SAS,07/28/2020,SAS @ IND,W,241,118,7
POR,07/28/2020,POR vs. OKC,L,239,120,-11
PHX,07/28/2020,PHX vs. TOR,W,241,117,11
PHI,07/28/2020,PHI vs. DAL,L,266,115,-3
OKC,07/28/2020,OKC @ POR,W,239,131,11
MIA,07/28/2020,MIA vs. MEM,L,240,110,-18
MEM,07/28/2020,MEM @ MIA,W,241,128,18
IND,07/28/2020,IND vs. SAS,L,240,111,-7
HOU,07/28/2020,HOU vs. BOS,W,240,137,25
DAL,07/28/2020,DAL @ PHI,W,265,118,3
BOS,07/28/2020,BOS @ HOU,L,239,112,-25
UTA,07/30/2020,UTA @ NOP,W,240,106,2
NOP,07/30/2020,NOP vs. UTA,L,239,104,-2
LAL,07/30/2020,LAL vs. LAC,W,239,103,2
LAC,07/30/2020,LAC @ LAL,L,239,101,-2
WAS,07/31/2020,WAS vs. PHX,L,242,112,-13
SAS,07/31/2020,SAS vs. SAC,W,240,129,9
SAC,07/31/2020,SAC @ SAS,L,241,120,-9
POR,07/31/2020,POR vs. MEM,W,265,140,5
PHX,07/31/2020,PHX @ WAS,W,241,125,13
ORL,07/31/2020,ORL @ BKN,W,240,128,10
MIL,07/31/2020,MIL vs. BOS,W,241,119,7
MEM,07/31/2020,MEM @ POR,L,264,135,-5
HOU,07/31/2020,HOU @ DAL,W,267,153,4
DAL,07/31/2020,DAL vs. HOU,L,265,149,-4
BOS,07/31/2020,BOS @ MIL,L,239,112,-7
BKN,07/31/2020,BKN vs. ORL,L,241,118,-10
UTA,08/01/2020,UTA @ OKC,L,240,94,-16
TOR,08/01/2020,TOR vs. LAL,W,238,107,15
PHI,08/01/2020,PHI @ IND,L,240,121,-6
OKC,08/01/2020,OKC vs. UTA,W,240,110,16
NOP,08/01/2020,NOP @ LAC,L,240,103,-23
MIA,08/01/2020,MIA @ DEN,W,240,125,20
LAL,08/01/2020,LAL @ TOR,L,240,92,-15
LAC,08/01/2020,LAC vs. NOP,W,240,126,23
IND,08/01/2020,IND vs. PHI,W,242,127,6
DEN,08/01/2020,DEN vs. MIA,L,239,105,-20
WAS,08/02/2020,WAS @ BKN,L,241,110,-8
SAS,08/02/2020,SAS @ MEM,W,241,108,2
SAC,08/02/2020,SAC @ ORL,L,239,116,-16
POR,08/02/2020,POR @ BOS,L,240,124,-4
PHX,08/02/2020,PHX vs. DAL,W,240,117,2
ORL,08/02/2020,ORL vs. SAC,W,241,132,16
MIL,08/02/2020,MIL @ HOU,L,240,116,-4
MEM,08/02/2020,MEM vs. SAS,L,241,106,-2
HOU,08/02/2020,HOU vs. MIL,W,239,120,4
DAL,08/02/2020,DAL @ PHX,L,240,115,-2
BOS,08/02/2020,BOS vs. POR,W,241,128,4
BKN,08/02/2020,BKN vs. WAS,W,240,118,8
WAS,08/03/2020,WAS vs. IND,L,240,100,-11
UTA,08/03/2020,UTA vs. LAL,L,238,108,-8
TOR,08/03/2020,TOR @ MIA,W,239,107,4
SAS,08/03/2020,SAS @ PHI,L,240,130,-2
PHI,08/03/2020,PHI vs. SAS,W,240,132,2
OKC,08/03/2020,OKC vs. DEN,L,264,113,-8
NOP,08/03/2020,NOP vs. MEM,W,239,109,10
MIA,08/03/2020,MIA vs. TOR,L,240,103,-4
MEM,08/03/2020,MEM @ NOP,L,240,99,-10
LAL,08/03/2020,LAL @ UTA,W,241,116,8
IND,08/03/2020,IND @ WAS,W,240,111,11
DEN,08/03/2020,DEN @ OKC,W,266,121,8
SAC,08/04/2020,SAC vs. DAL,L,265,110,-4
POR,08/04/2020,POR vs. HOU,W,240,110,8
PHX,08/04/2020,PHX @ LAC,W,241,117,2
ORL,08/04/2020,ORL @ IND,L,238,109,-11
MIL,08/04/2020,MIL vs. BKN,L,241,116,-3
MIA,08/04/2020,MIA vs. BOS,W,239,112,6
LAC,08/04/2020,LAC vs. PHX,L,241,115,-2
IND,08/04/2020,IND vs. ORL,W,241,120,11
HOU,08/04/2020,HOU @ POR,L,241,102,-8
DAL,08/04/2020,DAL @ SAC,W,267,114,4
BOS,08/04/2020,BOS @ MIA,L,239,106,-6
BKN,08/04/2020,BKN @ MIL,W,241,119,3
WAS,08/05/2020,WAS vs. PHI,L,240,98,-9
UTA,08/05/2020,UTA vs. MEM,W,241,124,9
TOR,08/05/2020,TOR @ ORL,W,244,109,10
SAS,08/05/2020,SAS vs. DEN,L,239,126,-6
PHI,08/05/2020,PHI @ WAS,W,240,107,9
ORL,08/05/2020,ORL vs. TOR,L,239,99,-10
OKC,08/05/2020,OKC @ LAL,W,242,105,19
MEM,08/05/2020,MEM @ UTA,L,240,115,-9
LAL,08/05/2020,LAL vs. OKC,L,240,86,-19
DEN,08/05/2020,DEN @ SAS,W,240,132,6
BOS,08/05/2020,BOS vs. BKN,W,242,149,34
BKN,08/05/2020,BKN @ BOS,L,239,115,-34
SAC,08/06/2020,SAC vs. NOP,W,239,140,15
POR,08/06/2020,POR @ DEN,W,241,125,10
PHX,08/06/2020,PHX vs. IND,W,239,114,15
NOP,08/06/2020,NOP @ SAC,L,239,125,-15
MIL,08/06/2020,MIL vs. MIA,W,239,130,14
MIA,08/06/2020,MIA @ MIL,L,239,116,-14
LAL,08/06/2020,LAL @ HOU,L,240,97,-16
LAC,08/06/2020,LAC @ DAL,W,241,126,15
IND,08/06/2020,IND @ PHX,L,240,99,-15
HOU,08/06/2020,HOU vs. LAL,W,238,113,16
DEN,08/06/2020,DEN vs. POR,L,241,115,-10
DAL,08/06/2020,DAL vs. LAC,L,240,111,-15
WAS,08/07/2020,WAS @ NOP,L,240,107,-11
UTA,08/07/2020,UTA @ SAS,L,240,111,-8
TOR,08/07/2020,TOR vs. BOS,L,238,100,-22
SAS,08/07/2020,SAS vs. UTA,W,240,119,8
SAC,08/07/2020,SAC @ BKN,L,240,106,-13
PHI,08/07/2020,PHI vs. ORL,W,241,108,7
ORL,08/07/2020,ORL @ PHI,L,242,101,-7
OKC,08/07/2020,OKC @ MEM,L,240,92,-29
NOP,08/07/2020,NOP vs. WAS,W,240,118,11
MEM,08/07/2020,MEM vs. OKC,W,241,121,29
BOS,08/07/2020,BOS @ TOR,W,240,122,22
BKN,08/07/2020,BKN vs. SAC,W,241,119,13
UTA,08/08/2020,UTA @ DEN,L,288,132,-2
POR,08/08/2020,POR vs. LAC,L,241,117,-5
PHX,08/08/2020,PHX @ MIA,W,239,119,7
MIL,08/08/2020,MIL @ DAL,L,264,132,-4
MIA,08/08/2020,MIA vs. PHX,L,240,112,-7
LAL,08/08/2020,LAL @ IND,L,240,111,-5
LAC,08/08/2020,LAC @ POR,W,242,122,5
IND,08/08/2020,IND vs. LAL,W,239,116,5
DEN,08/08/2020,DEN vs. UTA,W,289,134,2
DAL,08/08/2020,DAL vs. MIL,W,264,136,4
WAS,08/09/2020,WAS @ OKC,L,240,103,-18
TOR,08/09/2020,TOR vs. MEM,W,240,108,9
SAS,08/09/2020,SAS @ NOP,W,241,122,9
SAC,08/09/2020,SAC vs. HOU,L,242,112,-17
POR,08/09/2020,POR vs. PHI,W,240,124,3
PHI,08/09/2020,PHI @ POR,L,240,121,-3
ORL,08/09/2020,ORL @ BOS,L,265,119,-3
OKC,08/09/2020,OKC vs. WAS,W,240,121,18
NOP,08/09/2020,NOP vs. SAS,L,239,113,-9
MEM,08/09/2020,MEM @ TOR,L,241,99,-9
LAC,08/09/2020,LAC vs. BKN,L,242,120,-9
HOU,08/09/2020,HOU @ SAC,W,240,129,17
BOS,08/09/2020,BOS vs. ORL,W,266,122,3
BKN,08/09/2020,BKN @ LAC,W,240,129,9
UTA,08/10/2020,UTA vs. DAL,L,239,114,-8
TOR,08/10/2020,TOR @ MIL,W,239,114,8
PHX,08/10/2020,PHX vs. OKC,W,239,128,27
OKC,08/10/2020,OKC @ PHX,L,241,101,-27
MIL,08/10/2020,MIL vs. TOR,L,239,106,-8
MIA,08/10/2020,MIA vs. IND,W,240,114,22
LAL,08/10/2020,LAL vs. DEN,W,240,124,3
IND,08/10/2020,IND @ MIA,L,238,92,-22
DEN,08/10/2020,DEN @ LAL,L,240,121,-3
DAL,08/10/2020,DAL @ UTA,W,240,122,8
WAS,08/11/2020,WAS vs. MIL,L,239,113,-13
SAS,08/11/2020,SAS vs. HOU,W,240,123,18
SAC,08/11/2020,SAC vs. NOP,W,241,112,6
POR,08/11/2020,POR @ DAL,W,241,134,3
PHX,08/11/2020,PHX @ PHI,W,239,130,13
PHI,08/11/2020,PHI vs. PHX,L,240,117,-13
ORL,08/11/2020,ORL vs. BKN,L,239,96,-12
NOP,08/11/2020,NOP @ SAC,L,240,106,-6
MIL,08/11/2020,MIL @ WAS,W,241,126,13
MEM,08/11/2020,MEM vs. BOS,L,242,107,-15
HOU,08/11/2020,HOU @ SAS,L,240,105,-18
DAL,08/11/2020,DAL vs. POR,L,241,131,-3
BOS,08/11/2020,BOS @ MEM,W,242,122,15
BKN,08/11/2020,BKN @ ORL,W,240,108,12
TOR,08/12/2020,TOR @ PHI,W,240,125,4
PHI,08/12/2020,PHI vs. TOR,L,241,121,-4
OKC,08/12/2020,OKC vs. MIA,W,242,116,1
MIA,08/12/2020,MIA @ OKC,L,241,115,-1
LAC,08/12/2020,LAC @ DEN,W,240,124,13
IND,08/12/2020,IND @ HOU,W,240,108,4
HOU,08/12/2020,HOU vs. IND,L,239,104,-4
DEN,08/12/2020,DEN vs. LAC,L,241,111,-13
WAS,08/13/2020,WAS @ BOS,W,240,96,6
UTA,08/13/2020,UTA vs. SAS,W,239,118,6
SAS,08/13/2020,SAS @ UTA,L,239,112,-6
SAC,08/13/2020,SAC @ LAL,W,241,136,14
POR,08/13/2020,POR @ BKN,W,240,134,1
PHX,08/13/2020,PHX vs. DAL,W,240,128,26
ORL,08/13/2020,ORL vs. NOP,W,240,133,6
NOP,08/13/2020,NOP @ ORL,L,239,127,-6
MIL,08/13/2020,MIL @ MEM,L,241,106,-13
MEM,08/13/2020,MEM vs. MIL,W,240,119,13
LAL,08/13/2020,LAL vs. SAC,L,241,122,-14
DAL,08/13/2020,DAL @ PHX,L,240,102,-26
BOS,08/13/2020,BOS vs. WAS,L,240,90,-6
BKN,08/13/2020,BKN vs. POR,L,239,133,-1
TOR,08/14/2020,TOR vs. DEN,W,241,117,8
PHI,08/14/2020,PHI @ HOU,W,241,134,38
OKC,08/14/2020,OKC @ LAC,L,264,103,-4
MIA,08/14/2020,MIA @ IND,L,240,92,-17
LAC,08/14/2020,LAC vs. OKC,W,265,107,4
IND,08/14/2020,IND vs. MIA,W,239,109,17
HOU,08/14/2020,HOU vs. PHI,L,240,96,-38
DEN,08/14/2020,DEN @ TOR,L,240,109,-8
POR,08/15/2020,POR vs. MEM,W,240,126,4
MEM,08/15/2020,MEM @ POR,L,240,122,-4
UTA,08/17/2020,UTA @ DEN,L,265,125,-10
TOR,08/17/2020,TOR vs. BKN,W,239,134,24
PHI,08/17/2020,PHI @ BOS,L,239,101,-8
LAC,08/17/2020,LAC vs. DAL,W,237,118,8
DEN,08/17/2020,DEN vs. UTA,W,263,135,10
DAL,08/17/2020,DAL @ LAC,L,240,110,-8
BOS,08/17/2020,BOS vs. PHI,W,239,109,8
BKN,08/17/2020,BKN @ TOR,L,238,110,-24
POR,08/18/2020,POR @ LAL,W,241,100,7
ORL,08/18/2020,ORL @ MIL,W,238,122,12
OKC,08/18/2020,OKC @ HOU,L,240,108,-15
MIL,08/18/2020,MIL vs. ORL,L,239,110,-12
MIA,08/18/2020,MIA @ IND,W,241,113,12
LAL,08/18/2020,LAL vs. POR,L,240,93,-7
IND,08/18/2020,IND vs. MIA,L,241,101,-12
HOU,08/18/2020,HOU vs. OKC,W,239,123,15
UTA,08/19/2020,UTA @ DEN,W,238,124,19
TOR,08/19/2020,TOR vs. BKN,W,238,104,5
PHI,08/19/2020,PHI @ BOS,L,241,101,-27
LAC,08/19/2020,LAC vs. DAL,L,240,114,-13
DEN,08/19/2020,DEN vs. UTA,L,240,105,-19
DAL,08/19/2020,DAL @ LAC,W,240,127,13
BOS,08/19/2020,BOS vs. PHI,W,241,128,27
BKN,08/19/2020,BKN @ TOR,L,240,99,-5
POR,08/20/2020,POR @ LAL,L,241,88,-23
ORL,08/20/2020,ORL @ MIL,L,240,96,-15
OKC,08/20/2020,OKC @ HOU,L,239,98,-13
MIL,08/20/2020,MIL vs. ORL,W,241,111,15
MIA,08/20/2020,MIA @ IND,W,239,109,9
LAL,08/20/2020,LAL vs. POR,W,242,111,23
IND,08/20/2020,IND vs. MIA,L,240,100,-9
HOU,08/20/2020,HOU vs. OKC,W,240,111,13
UTA,08/21/2020,UTA vs. DEN,W,243,124,37
TOR,08/21/2020,TOR @ BKN,W,239,117,25
PHI,08/21/2020,PHI vs. BOS,L,241,94,-8
LAC,08/21/2020,LAC @ DAL,W,240,130,8
DEN,08/21/2020,DEN @ UTA,L,240,87,-37
DAL,08/21/2020,DAL vs. LAC,L,239,122,-8
BOS,08/21/2020,BOS @ PHI,W,240,102,8
BKN,08/21/2020,BKN vs. TOR,L,239,92,-25
POR,08/22/2020,POR vs. LAL,L,240,108,-8
ORL,08/22/2020,ORL vs. MIL,L,242,107,-14
OKC,08/22/2020,OKC vs. HOU,W,264,119,12
MIL,08/22/2020,MIL @ ORL,W,242,121,14
MIA,08/22/2020,MIA vs. IND,W,241,124,9
LAL,08/22/2020,LAL @ POR,W,240,116,8
IND,08/22/2020,IND @ MIA,L,240,115,-9
HOU,08/22/2020,HOU @ OKC,L,265,107,-12
UTA,08/23/2020,UTA vs. DEN,W,240,129,2
TOR,08/23/2020,TOR @ BKN,W,241,150,28
PHI,08/23/2020,PHI vs. BOS,L,238,106,-4
LAC,08/23/2020,LAC @ DAL,L,265,133,-2
DEN,08/23/2020,DEN @ UTA,L,240,127,-2
DAL,08/23/2020,DAL vs. LAC,W,265,135,2
BOS,08/23/2020,BOS @ PHI,W,240,110,4
BKN,08/23/2020,BKN vs. TOR,L,241,122,-28
POR,08/24/2020,POR vs. LAL,L,241,115,-20
ORL,08/24/2020,ORL vs. MIL,L,240,106,-15
OKC,08/24/2020,OKC vs. HOU,W,239,117,3
MIL,08/24/2020,MIL @ ORL,W,240,121,15
MIA,08/24/2020,MIA vs. IND,W,240,99,12
LAL,08/24/2020,LAL @ POR,W,240,135,20
IND,08/24/2020,IND @ MIA,L,241,87,-12
HOU,08/24/2020,HOU @ OKC,L,241,114,-3
UTA,08/25/2020,UTA @ DEN,L,240,107,-10
LAC,08/25/2020,LAC vs. DAL,W,240,154,43
DEN,08/25/2020,DEN vs. UTA,W,239,117,10
DAL,08/25/2020,DAL @ LAC,L,238,111,-43
POR,08/29/2020,POR @ LAL,L,239,122,-9
ORL,08/29/2020,ORL @ MIL,L,240,104,-14
OKC,08/29/2020,OKC @ HOU,L,239,80,-34
MIL,08/29/2020,MIL vs. ORL,W,241,118,14
LAL,08/29/2020,LAL vs. POR,W,239,131,9
HOU,08/29/2020,HOU vs. OKC,W,241,114,33.8
UTA,08/30/2020,UTA vs. DEN,L,241,107,-12
TOR,08/30/2020,TOR vs. BOS,L,241,94,-18
LAC,08/30/2020,LAC @ DAL,W,241,111,14
DEN,08/30/2020,DEN @ UTA,W,241,119,12
DAL,08/30/2020,DAL vs. LAC,L,241,97,-14
BOS,08/30/2020,BOS @ TOR,W,240,112,18
OKC,08/31/2020,OKC vs. HOU,W,239,104,4
MIL,08/31/2020,MIL vs. MIA,L,239,104,-11
MIA,08/31/2020,MIA @ MIL,W,241,115,11
HOU,08/31/2020,HOU @ OKC,L,241,100,-4
UTA,09/01/2020,UTA @ DEN,L,242,78,-2
TOR,09/01/2020,TOR vs. BOS,L,240,99,-3
DEN,09/01/2020,DEN vs. UTA,W,239,80,2
BOS,09/01/2020,BOS @ TOR,W,241,102,3
OKC,09/02/2020,OKC @ HOU,L,241,102,-2
MIL,09/02/2020,MIL vs. MIA,L,240,114,-2
MIA,09/02/2020,MIA @ MIL,W,241,116,2
HOU,09/02/2020,HOU vs. OKC,W,240,104,2
TOR,09/03/2020,TOR @ BOS,W,239,104,1
LAC,09/03/2020,LAC vs. DEN,W,238,120,23
DEN,09/03/2020,DEN @ LAC,L,239,97,-23
BOS,09/03/2020,BOS vs. TOR,L,239,103,-1
MIL,09/04/2020,MIL @ MIA,L,240,100,-15
MIA,09/04/2020,MIA vs. MIL,W,240,115,15
LAL,09/04/2020,LAL vs. HOU,L,240,97,-15
HOU,09/04/2020,HOU @ LAL,W,240,112,15
TOR,09/05/2020,TOR @ BOS,W,240,100,7
LAC,09/05/2020,LAC vs. DEN,L,239,101,-9
DEN,09/05/2020,DEN @ LAC,W,240,110,9
BOS,09/05/2020,BOS vs. TOR,L,240,93,-7
MIL,09/06/2020,MIL @ MIA,W,265,118,3
MIA,09/06/2020,MIA vs. MIL,L,266,115,-3
LAL,09/06/2020,LAL vs. HOU,W,241,117,8
HOU,09/06/2020,HOU @ LAL,L,239,109,-8
TOR,09/07/2020,TOR vs. BOS,L,241,89,-22
LAC,09/07/2020,LAC @ DEN,W,240,113,6
DEN,09/07/2020,DEN vs. LAC,L,238,107,-6
BOS,09/07/2020,BOS @ TOR,W,238,111,22
MIL,09/08/2020,MIL vs. MIA,L,241,94,-9
MIA,09/08/2020,MIA @ MIL,W,241,103,9
LAL,09/08/2020,LAL @ HOU,W,241,112,10
HOU,09/08/2020,HOU vs. LAL,L,240,102,-10
TOR,09/09/2020,TOR @ BOS,W,289,125,3
LAC,09/09/2020,LAC @ DEN,W,242,96,11
DEN,09/09/2020,DEN vs. LAC,L,240,85,-11
BOS,09/09/2020,BOS vs. TOR,L,290,122,-3
LAL,09/10/2020,LAL @ HOU,W,241,110,10
HOU,09/10/2020,HOU vs. LAL,L,241,100,-10
TOR,09/11/2020,TOR vs. BOS,L,240,87,-5
LAC,09/11/2020,LAC vs. DEN,L,240,105,-6
DEN,09/11/2020,DEN @ LAC,W,240,111,6
BOS,09/11/2020,BOS @ TOR,W,240,92,5
LAL,09/12/2020,LAL vs. HOU,W,242,119,23
HOU,09/12/2020,HOU @ LAL,L,242,96,-23
LAC,09/13/2020,LAC @ DEN,L,240,98,-13
DEN,09/13/2020,DEN vs. LAC,W,240,111,13
MIA,09/15/2020,MIA @ BOS,W,265,117,3
LAC,09/15/2020,LAC vs. DEN,L,240,89,-15
DEN,09/15/2020,DEN @ LAC,W,240,104,15
BOS,09/15/2020,BOS vs. MIA,L,264,114,-3.2
MIA,09/17/2020,MIA @ BOS,W,238,106,5
BOS,09/17/2020,BOS vs. MIA,L,240,101,-5
LAL,09/18/2020,LAL vs. DEN,W,239,126,12
DEN,09/18/2020,DEN @ LAL,L,239,114,-12
MIA,09/19/2020,MIA vs. BOS,L,239,106,-11
BOS,09/19/2020,BOS @ MIA,W,240,117,11
LAL,09/20/2020,LAL vs. DEN,W,239,105,2
DEN,09/20/2020,DEN @ LAL,L,240,103,-2
LAL,09/22/2020,LAL @ DEN,L,241,106,-8
DEN,09/22/2020,DEN vs. LAL,W,240,114,8
MIA,09/23/2020,MIA vs. BOS,W,240,112,3
BOS,09/23/2020,BOS @ MIA,L,239,109,-3
LAL,09/24/2020,LAL @ DEN,W,240,114,6
DEN,09/24/2020,DEN vs. LAL,L,241,108,-6
MIA,09/25/2020,MIA @ BOS,L,239,108,-13
BOS,09/25/2020,BOS vs. MIA,W,238,121,13
LAL,09/26/2020,LAL vs. DEN,W,240,117,10
DEN,09/26/2020,DEN @ LAL,L,240,107,-10
MIA,09/27/2020,MIA vs. BOS,W,240,125,12
BOS,09/27/2020,BOS @ MIA,L,240,113,-12
MIA,09/30/2020,MIA @ LAL,L,239,98,-18
LAL,09/30/2020,LAL vs. MIA,W,239,116,18
MIA,10/02/2020,MIA @ LAL,L,240,114,-10
LAL,10/02/2020,LAL vs. MIA,W,240,124,10
MIA,10/04/2020,MIA vs. LAL,W,240,115,11
LAL,10/04/2020,LAL @ MIA,L,240,104,-11
MIA,10/06/2020,MIA vs. LAL,L,239,96,-6
LAL,10/06/2020,LAL @ MIA,W,241,102,6
MIA,10/09/2020,MIA @ LAL,W,241,111,3
LAL,10/09/2020,LAL vs. MIA,L,240,108,-3
MIA,10/11/2020,MIA vs. LAL,L,240,93,-13
LAL,10/11/2020,LAL @ MIA,W,239,106,13
