,Home,Away,W_PCT,REB,TOV,PLUS_MINUS,OFF_RATING,DEF_RATING,TS_PCT,Result,Date
29,Oklahoma City Thunder,LA Clippers,-1.845255344222983,0.028756434533131925,0.12429215735229715,-2.0647483754112654,-2.5764599476578507,0.4618510240310262,-3.0584844299986638,1,10/30/2018
30,Golden State Warriors,New Orleans Pelicans,0.8506440580299693,-0.06334888889216934,0.8929224508088459,1.322178135417817,1.1727425475771145,-0.9907021046804071,1.7884031721188713,1,10/31/2018
31,Los Angeles Lakers,Dallas Mavericks,0.0,-0.09502333333825175,-1.2118233260977194,0.7299525122619197,1.337337992851095,0.22862356261855588,0.9629863234486192,1,10/31/2018
32,Chicago Bulls,Denver Nuggets,-2.2370302872230448,-1.96381555565722,0.637801750577747,-2.423993248265998,-0.24689316791096902,3.0864180953504974,0.5502778991134951,0,10/31/2018
33,New York Knicks,Indiana Pacers,-1.165545944896833,0.6651633333677691,-0.5740215755199725,-1.4185869577920327,-1.3784868541695907,0.7049226514072102,-1.8227955408134613,0,10/31/2018
34,Phoenix Suns,San Antonio Spurs,-2.0448174471874268,-1.14028000005903,4.528392429102003,-1.2119966241329987,-1.501933438125075,0.15241570841236962,0.9285939547540255,0,10/31/2018
35,Brooklyn Nets,Detroit Pistons,-1.5581508947568192,-1.0135822222746937,2.4874268272532136,-0.41318066731806774,0.06172329197774226,0.6287147972010266,1.2725176416999624,1,10/31/2018
36,Minnesota Timberwolves,Utah Jazz,-0.9733331048612152,-0.1266977777843365,-1.785844901617692,-1.2946327575966126,0.06172329197774226,1.8670924280515375,-1.5476565912567117,1,10/31/2018
37,Philadelphia 76ers,LA Clippers,-0.29134871082327607,1.1259214797773416,-1.191780164151846,-0.8328684684746059,-0.835604182564774,0.3997919784781244,-1.508555799190075,1,11/01/2018
38,Boston Celtics,Milwaukee Bucks,-1.173601849231789,-1.095491169513091,-1.8227226039969415,-1.4158763964068304,-2.467021872334094,-0.39979197847812475,-2.771532747349211,1,11/01/2018
39,Cleveland Cavaliers,Denver Nuggets,-2.92990112011013,-1.2172124105701003,0.6309424398450955,-2.082171171186515,-0.0795813507204529,2.878502245042497,-0.07016538600884087,0,11/01/2018
40,Portland Trail Blazers,New Orleans Pelicans,0.5868009246158944,1.8866792363836564,0.9814660175368151,0.832868468474606,-0.0795813507204528,-1.3792823257495277,0.1754134650221023,1,11/01/2018
41,Atlanta Hawks,Sacramento Kings,-1.3910875066069104,-0.39559403343528393,1.962932035073629,-1.0549667267345009,-1.790580391210229,-0.23987518708687525,-0.9121500181149276,0,11/01/2018
42,Charlotte Hornets,Oklahoma City Thunder,0.6852849958801004,-0.5781758950207972,-2.1732461816886626,1.1798969970056918,2.486917210014207,0.819573555880154,2.280375045287325,0,11/01/2018
43,Golden State Warriors,Minnesota Timberwolves,1.6191045716756902,0.5812315062481472,0.9927950193645887,2.073280180832577,1.808220617575669,-1.4015783862298195,2.6225953796893835,1,11/02/2018
44,Chicago Bulls,Indiana Pacers,-1.5608334559855623,-0.2583251138880671,-0.0709139299546132,-2.0318145772159255,-0.8330005092202517,2.301098843063882,-0.49616669345474884,0,11/02/2018
45,Phoenix Suns,Toronto Raptors,-3.046746906083818,-1.905147714924485,3.120212918002991,-3.1237421391210827,-2.6615382123866604,1.840879074451105,-0.7442500401821195,0,11/02/2018
46,Brooklyn Nets,Houston Rockets,0.8657422902533253,1.033300455552262,2.411073618456859,0.8845995438218995,0.8330005092202517,-0.4393006882212853,1.559381036572068,0,11/02/2018
47,Orlando Magic,LA Clippers,-0.8907156255490943,0.3874876708320997,-1.560106459001497,-1.8383084270048848,-2.1332939870274767,0.6694105725276724,-3.0124406388324,0,11/02/2018
48,Utah Jazz,Memphis Grizzlies,-0.3995733647323043,1.0655910947882707,1.3473646691376548,0.1658624144666062,1.2393422210350091,1.0250349391830031,1.3112976898446898,0,11/02/2018
49,Dallas Mavericks,New York Knicks,0.0,-0.3229063923600823,1.347364669137656,-0.1105749429777374,0.2844391982703285,0.3765434470468165,0.7796905182860341,0,11/02/2018
50,Washington Wizards,Oklahoma City Thunder,-1.1903956490983225,-2.3572166642286,-0.35456964977306726,-1.1472150333940259,0.20317085590737882,1.9663935568000428,1.4176191241564255,0,11/02/2018
51,Philadelphia 76ers,Detroit Pistons,-0.061842360872946756,0.16284562759160504,0.14002958638764818,0.2188386337415495,-0.13009527422253253,-0.3072498217554736,0.5364675836939556,1,11/03/2018
52,San Antonio Spurs,New Orleans Pelicans,0.8822843484540457,0.48853688277481533,-1.1902514842950145,0.2188386337415495,-0.5203810968901332,-0.8398161794649628,-0.6131058099359451,1,11/03/2018
53,Chicago Bulls,Houston Rockets,-0.26386073972457413,-0.130276502073286,0.7701627251320687,0.01367741460884675,0.23850800274131378,0.3891831075569314,1.341168959234885,0,11/03/2018
54,Portland Trail Blazers,Los Angeles Lakers,1.5460590218236785,2.442684413874077,0.7001479319382434,1.1352254125342882,0.6287938254089114,-1.044649393968609,0.7280631492989399,0,11/03/2018
55,Indiana Pacers,Boston Celtics,-0.3421943968303074,-1.8890092800626186,0.49010355235676994,0.16412897530616222,2.124889478968054,1.6386657160291922,1.8776365429288406,1,11/03/2018
56,Atlanta Hawks,Miami Heat,-0.7379855064171692,-2.377546162837436,1.4002958638764869,-1.5455478507996936,-1.8646989305229862,0.5735330006102197,0.3831911312099684,1,11/03/2018
57,Denver Nuggets,Utah Jazz,1.5460590218236783,1.595887150397732,-1.3302810706826629,0.7659352180954233,0.0,-1.2085159655715305,-1.2645307329928912,1,11/03/2018
58,Charlotte Hornets,Cleveland Cavaliers,1.3151808745646758,0.2279838786282481,-1.6803550366517832,1.9421928744562518,1.1925400137065596,-1.659149037479556,1.072935167387907,1,11/03/2018
59,San Antonio Spurs,Orlando Magic,2.103818938826647,-0.10023222404721602,-1.3555975046051856,2.0362481907964805,2.7767858017061875,-0.5014680412307282,2.3912753920913414,0,11/04/2018
60,Los Angeles Lakers,Toronto Raptors,-1.872398855555716,-1.1693759472175311,0.42808342250690046,-1.0859990350914563,-0.5192363694247331,1.1074085910511884,-0.1992729493409452,0,11/04/2018
61,Phoenix Suns,Memphis Grizzlies,-2.4782987099377904,0.26728593079257756,2.925236720463821,-2.511372768648993,-1.3319541650460576,2.5073402061536356,-0.3188367189455122,1,11/04/2018
62,Brooklyn Nets,Philadelphia 76ers,-1.1234393133334295,-1.0357329818212422,1.6409864529431184,-0.7330493486867331,0.6095383467159925,1.5670876288460223,0.5978188480228309,1,11/04/2018
63,Portland Trail Blazers,Minnesota Timberwolves,0.9383032467166849,2.2719304117369163,1.426944741689669,1.4796736853121093,0.8578687842669508,-1.4835096219742359,1.3152014656502333,1,11/04/2018
64,Milwaukee Bucks,Sacramento Kings,0.875188678551885,2.87332375602022,1.2129030304362192,1.3167738300483909,0.3160569205194045,-1.6088766322819166,0.4384004885500792,1,11/04/2018
65,Washington Wizards,New York Knicks,-0.8751886785518853,-1.7707692915008342,0.2853889483379327,-1.2081739265392453,-0.5869628523931792,1.2745646047947634,0.6376734378910243,1,11/04/2018
66,Golden State Warriors,Memphis Grizzlies,1.2403782136578059,1.8935803480327253,0.816607398837979,1.2493363091654093,2.9005368733158874,0.5618133417374334,2.805425198186681,1,11/05/2018
67,New York Knicks,Chicago Bulls,0.4510466231482929,0.8161984258761751,-0.2722024662793263,0.590345728506732,-0.11602147493263554,-1.0588020671205456,-1.242402587768389,0,11/05/2018
68,LA Clippers,Minnesota Timberwolves,0.7036327321113373,1.1753257332616927,2.24567034680444,1.6749343925074718,0.9281717994610841,-1.858305668823811,2.0840301472243903,1,11/05/2018
69,Orlando Magic,Cleveland Cavaliers,1.0013235033892107,1.0773819221565502,-1.3610123313966305,0.2745794086077824,-1.2530319292724614,-1.5557907925036574,-1.322557593430866,1,11/05/2018
70,Detroit Pistons,Miami Heat,0.5638082789353662,-0.42442318145561253,-1.1568604816871366,-0.3706822016205061,-0.9977846844206646,-0.2809066708687152,-0.8416275594560056,0,11/05/2018
71,Indiana Pacers,Houston Rockets,1.4659015252319523,0.06529587407009263,0.06805061656983125,1.55137365863397,1.2994405192455196,-1.166843094377744,1.723332621743245,0,11/05/2018
72,Utah Jazz,Toronto Raptors,-2.0567726015562164,-0.7509025518060801,1.2929617148267991,-1.0571307231399616,-1.2066233392994097,0.453772314480232,-0.32062002264990686,0,11/05/2018
73,Denver Nuggets,Boston Celtics,1.0013235033892105,0.1958876222102801,0.34025308284915756,0.7413644032410122,1.7635264189760582,0.45377231448023214,0.8817050622872438,1,11/05/2018
74,Oklahoma City Thunder,New Orleans Pelicans,0.25258610896304406,0.2938314333154249,0.20415184970949501,0.39814014248128426,-1.3226448142320453,-1.9447384906295708,-1.6431776160807683,1,11/05/2018
75,Phoenix Suns,Brooklyn Nets,-0.8186580042460976,-0.6463253950554044,2.0025936351832976,-1.5204768518976297,-1.8127001494405155,0.641992632040336,0.0,0,11/06/2018
76,Portland Trail Blazers,Milwaukee Bucks,-0.869249229227598,-0.35547896728047057,-0.4833846705614866,-0.8165523834265047,-0.32123800116667534,1.0699877200672256,-0.9662117186219324,1,11/06/2018
77,Dallas Mavericks,Washington Wizards,0.0,1.0987531715941894,1.519208964621812,0.42235468108267504,0.5048025732619169,-0.2615525537942094,0.08051764321849439,1,11/06/2018
78,Charlotte Hornets,Atlanta Hawks,0.7680667792645969,1.3249670598635797,-3.383692693930401,2.2947937672158667,2.8911420105000643,-0.7846576613826313,0.6843999673571977,1,11/06/2018
79,Los Angeles Lakers,Minnesota Timberwolves,0.16901470325627,0.06505881788595991,1.4463655575990082,0.8419751406130103,0.7406905910333036,-0.7753551739662673,1.6222004108864232,1,11/07/2018
80,Orlando Magic,Detroit Pistons,-0.20657352620210756,-0.8457646325174973,-0.8953691547041486,-0.84197514061301,-0.6958002521827996,0.7503437167415468,-0.527215133538089,0,11/07/2018
81,Cleveland Cavaliers,Oklahoma City Thunder,-2.140852907912752,-0.683117587802594,1.033118255427863,-1.8123871670822422,-0.20200652482726605,3.001374866966187,0.36499509244944617,0,11/07/2018
82,Miami Heat,San Antonio Spurs,-1.0469521896152274,0.8457646325174972,2.8927311151980164,-0.17124918114162918,-0.5162388967807872,-0.450206230044931,-0.3649950924494463,1,11/07/2018
83,Utah Jazz,Dallas Mavericks,0.46948528682297197,0.13011763577192215,-0.8953691547041474,0.4423937179492088,0.20200652482726605,-0.5502520589437981,0.32444008217728104,1,11/07/2018
84,Indiana Pacers,Philadelphia 76ers,0.4272316110089042,-1.4963528113771103,-0.8264946043422899,0.8134336104227387,1.167148810113086,-0.2501145722471823,0.6488801643545666,0,11/07/2018
85,Atlanta Hawks,New York Knicks,0.1267610274422022,-1.431293993491148,2.272860161941299,-0.8134336104227387,-0.8080260993090578,0.5252406017190814,1.2572053184369816,0,11/07/2018
86,Sacramento Kings,Toronto Raptors,-1.4507095362829832,-0.8782940414604761,0.3443727518092877,-1.398534979323305,-1.0324777935615774,0.9754468317640087,-0.527215133538089,0,11/07/2018
87,Memphis Grizzlies,Denver Nuggets,-1.615029386671023,-3.1228232585261404,-0.4821218525330023,-1.0988489123254541,-0.8978067770100657,1.000458288988729,0.16222004108864277,1,11/07/2018
88,New Orleans Pelicans,Chicago Bulls,0.5962463142651742,0.8457646325174972,-0.5509964028948608,0.6992674896616526,1.3467101655150988,0.25011457224718225,0.5677701438102453,1,11/07/2018
89,Golden State Warriors,Milwaukee Bucks,0.5250139716474576,-1.5776533494662166,-0.2116799599367239,0.173833763308465,1.2917328420128904,1.0978395056424752,1.3774038094960757,0,11/08/2018
90,Phoenix Suns,Boston Celtics,-1.926656776687918,-1.6098503565981805,3.739679292215469,-2.3322696577219038,-0.7126801886967682,3.191393911751373,0.6481900279981533,0,11/08/2018
91,Portland Trail Blazers,LA Clippers,0.6117135265984139,1.7708353922579985,-0.5644798931645996,0.49252899604065037,0.44542511793547956,-0.3319049668221421,-0.20255938374942306,1,11/08/2018
92,Oklahoma City Thunder,Houston Rockets,0.7513961429082879,0.6117431355073082,-0.6350398798101741,1.0574887267931614,0.11135627948386995,-1.659524834110714,-0.1620475069995383,1,11/08/2018
93,Philadelphia 76ers,Charlotte Hornets,0.18358121725785498,0.7087261047391671,1.7631681723590482,-1.24070295677883,-2.0527109661393976,-0.3081927554566925,-0.8709253313246019,1,11/09/2018
94,Orlando Magic,Washington Wizards,0.7922978850075861,2.0295338453894294,0.14693068102992157,0.19201355283481902,-0.7362984987239167,-1.2841364810695488,-1.5344874885243067,1,11/09/2018
95,Miami Heat,Indiana Pacers,-0.40098002716847336,2.0295338453894294,0.9550494266944856,-0.32494601248969357,-0.15618453003234606,0.3595582146994715,-0.787980061674644,0,11/09/2018
96,Utah Jazz,Boston Celtics,-0.8744263243071531,-1.7396004389052258,0.8815840861795254,-0.31017573919470753,1.2941003916965756,2.0032529104684955,1.4930148536993209,1,11/09/2018
97,Atlanta Hawks,Detroit Pistons,-1.0966562188824516,-2.1583931371601888,2.0570295344188905,-0.989608310764067,-0.5578018929726622,1.0786746440984216,1.2441790447494379,0,11/09/2018
98,Sacramento Kings,Minnesota Timberwolves,1.024189948912246,0.12885929177075695,1.175445448239366,0.7975947579292479,0.42392943865922456,-1.207088292205373,1.4930148536993209,1,11/09/2018
99,Denver Nuggets,Brooklyn Nets,1.7536837332789863,1.2241632718221953,-0.5142573836047235,1.1373110437139275,-0.022312075718908364,-1.8234738031187616,-0.41472634824981264,0,11/09/2018
100,Golden State Warriors,Brooklyn Nets,1.6186825271400735,0.26618165845769864,0.21715472703020294,1.4275470594886968,1.999422272797982,-0.16122042301454453,3.002046779589758,1,11/10/2018
101,San Antonio Spurs,Houston Rockets,0.972181697982026,0.9981812192163737,-2.3887019973322277,1.0969572141334196,1.241020721047024,-0.34931091653151575,0.6861821210490887,1,11/10/2018
102,Chicago Bulls,Cleveland Cavaliers,0.772884449895711,-0.46581790230097625,-0.6514641810906076,0.555992012642966,0.022981865204576457,-0.8867123265800025,0.7290685036146568,1,11/10/2018
103,LA Clippers,Milwaukee Bucks,-1.3270280177454654,-1.796726194589472,-0.14476981802013572,-1.2472253256585455,-0.8503290125692571,1.2897633841163678,-0.5575229733523845,1,11/10/2018
104,Miami Heat,Washington Wizards,1.3270280177454659,3.3605434380284587,1.520083089211417,1.5327347375562848,0.6434922257280885,-2.149605640193948,-0.5146365907868165,0,11/10/2018
105,Dallas Mavericks,Oklahoma City Thunder,-1.7645097818373776,-0.6987268534514619,2.4610869063422958,-1.2472253256585457,0.1838549216365953,2.4989165567254634,1.2865914769670415,1,11/10/2018
106,Sacramento Kings,Los Angeles Lakers,0.6221962867084965,-0.06654541461442343,-0.36192454505033744,0.045080433457537795,-0.3447279780686174,-0.5642714805509135,-0.08577276513113608,0,11/10/2018
107,Toronto Raptors,New York Knicks,2.838770558107517,0.3327270730721245,-0.43430945406040594,1.743110093691461,1.9994222727979816,-0.6180116215557592,2.487410188802942,1,11/10/2018
108,Memphis Grizzlies,Philadelphia 76ers,-0.07291362734865203,-2.761634706498635,-1.2305434531711468,0.3305898453552771,0.091927460818296,-0.4299211280387879,0.0,1,11/10/2018
109,New Orleans Pelicans,Phoenix Suns,1.3270280177454659,0.9316358046019477,-2.9677812694127677,1.7280832825389487,2.4590595768894716,-0.08061021150727221,0.8148412687457882,1,11/10/2018
110,Los Angeles Lakers,Atlanta Hawks,1.256791590496865,0.6335709045287277,-2.147454146009799,1.4768399109694248,1.8129533503473305,-0.5250795559148665,0.5033657179401426,1,11/11/2018
111,New York Knicks,Orlando Magic,-0.547961133456633,0.3519838358492924,0.5183510007609854,0.538431217540936,0.7931670907769571,0.08751325931914306,0.41947143161678935,0,11/11/2018
112,Houston Rockets,Indiana Pacers,-1.2618187568588524,0.3871822194342221,-0.14810028593171107,-1.584526154477612,-1.2917292621224736,1.3126988897871583,-1.7617800127905157,1,11/11/2018
113,Detroit Pistons,Charlotte Hornets,0.2262224862894359,0.8447612060383037,1.4069527163512479,-1.1230136822996666,-1.994248685382066,-0.5250795559148624,-1.677885726467153,0,11/11/2018
114,Portland Trail Blazers,Boston Celtics,0.8395367824519061,1.7247207956615318,0.5183510007609866,1.1537811804448632,2.2208678541754794,0.7001060745531528,1.5939914401437951,1,11/11/2018
115,Denver Nuggets,Milwaukee Bucks,0.0,-0.3519838358492924,-0.29620057186342075,-0.6307337119765251,-1.1330958439670815,-0.14585543219857322,-1.845674299113869,0,11/11/2018
116,Chicago Bulls,Dallas Mavericks,-0.12661988056124585,-0.598524681357206,-1.990186697607764,-0.5721339360629416,-0.7300387143105345,0.09245336310769181,-0.7037774306079762,0,11/12/2018
117,LA Clippers,Golden State Warriors,-1.3320411435043051,0.1408293367899307,0.0,-1.0171269974452293,-1.7338419464875163,-0.24654230162050125,-1.7387442403255995,1,11/12/2018
118,Miami Heat,Philadelphia 76ers,-0.7799784642572736,-0.10562200259244747,0.29484247371966765,0.14303348401573535,0.43346048662188075,0.30817787702562766,-0.7037774306079807,0,11/12/2018
119,Sacramento Kings,San Antonio Spurs,-0.49634993180008313,-1.1618420285169313,1.769054842318012,-0.47677828005245115,-0.2965782276886537,0.4006312401333151,0.662378758219276,1,11/12/2018
120,Minnesota Timberwolves,Brooklyn Nets,-0.7799784642572739,-0.8801833549370699,-1.4742123685983433,-1.0171269974452293,-0.6159701651995135,1.3868004466153243,-0.827973447774095,1,11/12/2018
121,Toronto Raptors,New Orleans Pelicans,2.142408379096278,0.17603667098741393,-0.14742123685983383,1.4303348401573535,0.8669209732437583,-1.6025249605332645,0.9107707925515046,0,11/12/2018
122,Washington Wizards,Orlando Magic,-1.073736587159364,-2.1476473860464487,0.36855309214958576,-0.6198117640681867,0.5247153259106988,2.126427351476832,1.2833588440498471,1,11/12/2018
123,Memphis Grizzlies,Utah Jazz,0.6888121502531768,-1.0914273601219648,-1.0319486580188406,0.06357043734032691,-1.0038032321769852,-1.4484360220204509,-1.1177641544950236,0,11/12/2018
124,Oklahoma City Thunder,Phoenix Suns,2.106954812539129,1.6195373730842093,-3.0958459740565205,2.4633544469376645,1.391636299154457,-2.8968720440409017,-0.9521694649402092,1,11/12/2018
125,Golden State Warriors,Atlanta Hawks,2.9643037527644696,1.022816024091959,-2.1379179974663196,2.9568422081161114,3.78129314762214,-0.6319820860170404,2.9947875098971024,1,11/13/2018
126,Cleveland Cavaliers,Charlotte Hornets,-2.430194968482583,-0.29223314974055825,2.0615637832710942,-2.825426998866506,-2.3633082172638376,2.1487390924579364,-1.761639711704176,1,11/13/2018
127,Denver Nuggets,Houston Rockets,1.4687991567751875,1.8264571858784953,-0.30541685678090297,1.8398129294944696,1.2998195194951108,-1.579955215042601,0.8808198558520903,0,11/13/2018
128,Los Angeles Lakers,Portland Trail Blazers,-1.2717477945607378,-2.9108968862536635,0.4525020172196967,-1.5182262934423103,-1.060620241774608,1.3275130038707426,-0.6016526715063243,1,11/14/2018
129,Phoenix Suns,San Antonio Spurs,-2.361817332755656,-1.621259025255203,4.525020172196969,-2.5016228698765337,-1.9979125484591487,2.12402080619319,0.1851238989250244,1,11/14/2018
130,Brooklyn Nets,Miami Heat,0.24223767515442618,-0.8843231046846587,-1.2066720459191929,-0.03450514303277977,0.4439805663242541,0.49781737645152846,0.18512389892502443,0,11/14/2018
131,Boston Celtics,Chicago Bulls,1.3873612304298963,1.6212590252552057,-1.0558380401792933,1.380205721311191,0.07399676105404174,-2.588650357547947,-0.6016526715063294,1,11/14/2018
132,Orlando Magic,Philadelphia 76ers,-0.9414236920774294,-1.1422506768843486,-1.50834005739899,-0.7936182897539347,-0.7892987845764536,0.4646295513547571,-1.6198341155939642,1,11/14/2018
133,Milwaukee Bucks,Memphis Grizzlies,1.024004717698257,3.463598826681571,0.6787530258295443,1.7425097231553788,2.540555462855461,0.0,2.3140487365628006,0,11/14/2018
134,Dallas Mavericks,Utah Jazz,-0.842326461332437,0.07369359205705572,1.7345910660088388,-0.7591131467211549,-0.5919740884323377,0.5973808517418332,-0.2776858483875367,1,11/14/2018
135,Minnesota Timberwolves,New Orleans Pelicans,-0.9964777091579811,-1.3264846570269828,-0.6787530258295458,-1.345700578278411,-1.159282589846666,0.9624469278062903,-1.4347102166689343,1,11/14/2018
136,Washington Wizards,Cleveland Cavaliers,0.847831863040492,-2.3950417418542784,-1.2066720459191917,0.017252571516389814,0.2959870442161705,0.39825390116122383,0.9719004693563784,1,11/14/2018
137,Toronto Raptors,Detroit Pistons,1.9654284097756858,-0.6263955324849662,-0.15083400573989847,1.5354788649587,2.2199028316212743,0.2323147756773809,2.961982382800386,0,11/14/2018
138,Oklahoma City Thunder,New York Knicks,1.8112771619501422,0.1473871841141115,-0.6787530258295457,1.4837211504095302,0.6659708494863794,-1.9912695058061138,0.2776858483875366,1,11/14/2018
139,LA Clippers,San Antonio Spurs,0.45829428973726305,-0.22920687438608783,1.6057698259038151,0.8825854518060785,0.9440868884709448,-0.3211555959471213,1.9278147406311699,1,11/15/2018
140,Houston Rockets,Golden State Warriors,-2.011733375729805,-0.7640229146202998,0.07646522980494326,-2.3415532394855143,-2.857776527263399,0.535259326578532,-3.7110433757150068,1,11/15/2018
141,Denver Nuggets,Atlanta Hawks,2.553353899964753,2.1392641609368406,-2.370422123953249,2.4496249274617687,2.1433323954475503,-1.6414619348408297,0.09639073703155873,1,11/15/2018
142,Philadelphia 76ers,Utah Jazz,0.3767003860790348,1.5941648678487557,0.14828686005919234,0.19388745992610967,0.07648073696119462,-0.4852071814891106,0.09866776459423057,1,11/16/2018
143,Boston Celtics,Toronto Raptors,-1.3692760065412553,0.15182522550940492,-0.8897211603551584,-0.6345407779399951,-2.3963964247841196,-2.1141170050597067,-2.2693585856672973,1,11/16/2018
144,Milwaukee Bucks,Chicago Bulls,2.672778929798868,2.6569414464145957,-0.1482868600591924,3.190330022420531,3.2886716893314025,-1.906171070135803,2.7626974086384504,1,11/16/2018
145,Indiana Pacers,Miami Heat,0.8490707114797298,-1.6700774806034595,-1.4828686005919292,0.45827945073444093,0.17845505290945662,-0.6931531164130194,0.49333882297115283,1,11/16/2018
