TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
GSW,03/18/2019,GSW @ SAS,L,241,105,41,88,46.6,13,39,33.3,10,12,83.3,7,36,43,27,7,6,13,20,-6
DAL,03/18/2019,DAL vs. NOP,L,266,125,46,105,43.8,9,35,25.7,24,29,82.8,14,36,50,27,9,6,15,26,-4
UTA,03/18/2019,UTA @ WAS,W,240,116,49,91,53.8,14,37,37.8,4,6,66.7,7,34,41,35,10,8,17,21,21
PHX,03/18/2019,PHX vs. CHI,L,240,101,39,84,46.4,7,26,26.9,16,26,61.5,9,29,38,24,5,5,12,22,-15
OKC,03/18/2019,OKC vs. MIA,L,241,107,38,87,43.7,10,37,27,21,27,77.8,13,36,49,21,4,8,19,17,-9
MIA,03/18/2019,MIA @ OKC,W,240,116,46,97,47.4,9,29,31,15,16,93.8,9,35,44,30,13,4,8,23,9
CHI,03/18/2019,CHI @ PHX,W,240,116,46,89,51.7,4,16,25,20,24,83.3,11,38,49,21,9,4,13,22,15
NOP,03/18/2019,NOP @ DAL,W,264,129,49,104,47.1,12,39,30.8,19,22,86.4,14,41,55,34,7,6,17,28,4
DET,03/18/2019,DET @ CLE,L,239,119,42,94,44.7,18,44,40.9,17,21,81,19,28,47,24,6,4,11,21,-7
TOR,03/18/2019,TOR vs. NYK,W,240,128,49,88,55.7,17,40,42.5,13,22,59.1,5,45,50,36,5,6,14,22,36
NYK,03/18/2019,NYK @ TOR,L,239,92,28,85,32.9,8,35,22.9,28,32,87.5,7,29,36,16,8,4,13,18,-36
DEN,03/18/2019,DEN @ BOS,W,240,114,46,94,48.9,14,39,35.9,8,10,80,11,40,51,29,6,5,17,19,9
IND,03/19/2019,IND @ LAC,L,241,109,45,87,51.7,7,21,33.3,12,17,70.6,11,35,46,30,8,6,20,20,-6
ATL,03/19/2019,ATL vs. HOU,L,241,105,39,84,46.4,15,40,37.5,12,15,80,8,37,45,30,6,1,19,23,-16
LAC,03/19/2019,LAC vs. IND,W,241,115,43,89,48.3,10,34,29.4,19,27,70.4,10,29,39,28,14,2,13,20,6
LAL,03/19/2019,LAL @ MIL,L,238,101,33,86,38.4,16,43,37.2,19,23,82.6,8,34,42,20,9,5,19,18,-14
MIN,03/19/2019,MIN vs. GSW,L,238,107,36,89,40.4,9,36,25,26,32,81.3,13,39,52,25,7,0,13,14,-10
BKN,03/19/2019,BKN @ SAC,W,241,123,47,94,50,12,35,34.3,17,23,73.9,11,30,41,28,16,4,18,19,2
SAC,03/19/2019,SAC vs. BKN,L,239,121,49,95,51.6,9,25,36,14,20,70,14,32,46,25,13,1,20,19,-2
GSW,03/19/2019,GSW @ MIN,W,240,117,44,91,48.4,19,42,45.2,10,14,71.4,8,38,46,39,6,7,13,25,10
PHI,03/19/2019,PHI @ CHA,W,239,118,43,86,50,11,32,34.4,21,28,75,6,38,44,29,5,4,7,27,4
MIL,03/19/2019,MIL vs. LAL,W,239,115,41,89,46.1,15,47,31.9,18,27,66.7,12,42,54,25,9,4,17,19,14
HOU,03/19/2019,HOU @ ATL,W,241,121,40,78,51.3,19,47,40.4,22,30,73.3,6,31,37,28,13,2,14,17,16
CHA,03/19/2019,CHA vs. PHI,L,239,114,36,83,43.4,9,35,25.7,33,44,75,10,36,46,16,3,2,9,22,-4
DAL,03/20/2019,DAL @ POR,L,240,118,43,87,49.4,10,30,33.3,22,25,88,6,29,35,20,8,6,11,22,-8
PHI,03/20/2019,PHI vs. BOS,W,240,118,34,90,37.8,11,33,33.3,39,43,90.7,17,37,54,23,5,5,8,17,3
CHI,03/20/2019,CHI vs. WAS,W,264,126,50,106,47.2,12,23,52.2,14,17,82.4,15,33,48,29,10,2,13,16,6
TOR,03/20/2019,TOR @ OKC,W,265,123,45,87,51.7,14,36,38.9,19,21,90.5,6,46,52,30,11,5,17,27,9
MIL,03/20/2019,MIL @ CLE,L,240,102,36,91,39.6,13,32,40.6,17,21,81,11,40,51,24,9,7,9,16,-5
NYK,03/20/2019,NYK vs. UTA,L,240,116,45,86,52.3,13,31,41.9,13,21,61.9,8,32,40,23,6,6,14,21,-21
WAS,03/20/2019,WAS @ CHI,L,266,120,44,93,47.3,14,42,33.3,18,23,78.3,12,38,50,25,10,9,16,21,-6
MIA,03/20/2019,MIA @ SAS,W,239,110,40,86,46.5,16,35,45.7,14,18,77.8,6,42,48,23,6,5,10,21,5
BOS,03/20/2019,BOS @ PHI,L,240,115,45,96,46.9,12,32,37.5,13,16,81.3,10,36,46,22,1,3,8,25,-3
CLE,03/20/2019,CLE vs. MIL,W,239,107,39,93,41.9,11,39,28.2,18,24,75,13,41,54,18,4,6,11,17,5
OKC,03/20/2019,OKC vs. TOR,L,265,114,43,103,41.7,13,43,30.2,15,29,51.7,16,32,48,22,6,2,17,22,-9
HOU,03/20/2019,HOU @ MEM,L,266,125,42,94,44.7,21,48,43.8,20,20,100,11,28,39,19,10,4,12,27,-1
UTA,03/20/2019,UTA @ NYK,W,241,137,48,85,56.5,20,42,47.6,21,25,84,7,33,40,38,7,3,10,18,21
SAS,03/20/2019,SAS vs. MIA,L,240,105,38,88,43.2,14,34,41.2,15,21,71.4,10,36,46,30,2,3,8,13,-5
ORL,03/20/2019,ORL vs. NOP,W,240,119,46,102,45.1,15,38,39.5,12,14,85.7,20,45,65,28,8,10,14,14,23
POR,03/20/2019,POR vs. DAL,W,239,126,45,91,49.5,16,36,44.4,20,25,80,12,36,48,23,6,4,14,17,8
MEM,03/20/2019,MEM vs. HOU,W,265,126,41,89,46.1,13,37,35.1,31,39,79.5,15,36,51,20,8,0,17,19,1
NOP,03/20/2019,NOP @ ORL,L,241,96,38,102,37.3,10,34,29.4,10,13,76.9,14,35,49,24,9,2,13,15,-23
CHA,03/21/2019,CHA vs. MIN,W,238,113,43,100,43,9,29,31,18,24,75,15,40,55,26,5,6,10,24,7
GSW,03/21/2019,GSW vs. IND,W,240,112,44,89,49.4,13,36,36.1,11,16,68.8,10,40,50,32,6,8,15,19,23
WAS,03/21/2019,WAS vs. DEN,L,240,108,40,79,50.6,8,28,28.6,20,21,95.2,6,32,38,25,4,2,12,15,-5
PHX,03/21/2019,PHX vs. DET,L,238,98,35,73,47.9,7,26,26.9,21,26,80.8,7,28,35,22,6,4,19,27,-20
SAC,03/21/2019,SAC vs. DAL,W,241,116,41,87,47.1,13,35,37.1,21,28,75,12,46,58,24,7,9,12,18,16
DAL,03/21/2019,DAL @ SAC,L,241,100,36,92,39.1,12,40,30,16,23,69.6,9,34,43,23,5,6,7,22,-16
DET,03/21/2019,DET @ PHX,W,240,118,38,90,42.2,17,42,40.5,25,34,73.5,19,27,46,23,11,6,13,26,20
IND,03/21/2019,IND @ GSW,L,241,89,35,91,38.5,6,23,26.1,13,17,76.5,12,35,47,17,7,3,15,18,-23
ATL,03/21/2019,ATL vs. UTA,W,239,117,41,87,47.1,19,40,47.5,16,23,69.6,9,34,43,26,8,5,16,23,3
UTA,03/21/2019,UTA @ ATL,L,240,114,43,94,45.7,10,32,31.3,18,26,69.2,14,35,49,25,12,3,15,24,-3
DEN,03/21/2019,DEN @ WAS,W,240,113,46,87,52.9,14,30,46.7,7,11,63.6,9,31,40,30,9,4,8,20,5
MIN,03/21/2019,MIN @ CHA,L,240,106,39,88,44.3,10,28,35.7,18,29,62.1,9,40,49,23,6,7,13,21,-7
OKC,03/22/2019,OKC @ TOR,W,240,116,42,94,44.7,20,43,46.5,12,14,85.7,12,27,39,30,9,6,12,21,7
BKN,03/22/2019,BKN @ LAL,W,240,111,37,92,40.2,16,42,38.1,21,28,75,11,36,47,21,8,4,13,25,5
HOU,03/22/2019,HOU vs. SAS,W,239,111,36,86,41.9,14,37,37.8,25,32,78.1,8,40,48,12,5,4,9,19,6
SAS,03/22/2019,SAS @ HOU,L,240,105,41,90,45.6,7,24,29.2,16,17,94.1,9,39,48,27,6,7,11,23,-6
MIA,03/22/2019,MIA @ MIL,L,239,87,32,85,37.6,11,37,29.7,12,23,52.2,10,30,40,20,7,6,9,18,-29
MEM,03/22/2019,MEM @ ORL,L,266,119,47,93,50.5,15,38,39.5,10,21,47.6,10,42,52,28,5,6,13,24,-4
CLE,03/22/2019,CLE vs. LAC,L,241,108,43,90,47.8,12,31,38.7,10,13,76.9,8,33,41,14,7,2,13,22,-2
LAC,03/22/2019,LAC @ CLE,W,242,110,42,82,51.2,6,26,23.1,20,23,87,7,36,43,24,6,6,11,16,2
LAL,03/22/2019,LAL vs. BKN,L,241,106,37,96,38.5,9,36,25,23,32,71.9,19,40,59,21,8,9,16,26,-5
ORL,03/22/2019,ORL vs. MEM,W,264,123,44,93,47.3,14,39,35.9,21,27,77.8,4,40,44,30,6,5,8,16,4
MIL,03/22/2019,MIL vs. MIA,W,238,116,43,85,50.6,17,34,50,13,20,65,9,43,52,33,5,5,14,23,29
NYK,03/22/2019,NYK vs. DEN,L,241,93,34,90,37.8,9,32,28.1,16,21,76.2,8,37,45,20,3,5,7,15,-18
TOR,03/22/2019,TOR vs. OKC,L,240,109,39,78,50,13,25,52,18,21,85.7,11,35,46,20,7,7,21,24,-7
DEN,03/22/2019,DEN @ NYK,W,241,111,40,96,41.7,15,38,39.5,16,19,84.2,17,45,62,24,5,5,8,15,18
PHI,03/23/2019,PHI @ ATL,L,242,127,42,91,46.2,10,23,43.5,33,39,84.6,14,38,52,21,7,4,13,15,-2
DAL,03/23/2019,DAL @ GSW,W,242,126,44,83,53,21,49,42.9,17,22,77.3,8,41,49,33,7,2,9,22,35
POR,03/23/2019,POR vs. DET,W,240,117,43,79,54.4,11,26,42.3,20,27,74.1,11,31,42,22,4,4,12,14,5
PHX,03/23/2019,PHX @ SAC,L,241,103,36,88,40.9,9,34,26.5,22,26,84.6,10,33,43,25,10,4,14,21,-9
WAS,03/23/2019,WAS vs. MIA,L,241,108,41,96,42.7,9,30,30,17,23,73.9,21,32,53,25,5,2,12,20,-5
SAC,03/23/2019,SAC vs. PHX,W,241,112,39,92,42.4,17,38,44.7,17,22,77.3,13,38,51,25,7,3,14,19,9
CHI,03/23/2019,CHI vs. UTA,L,239,83,33,92,35.9,2,16,12.5,15,20,75,11,34,45,16,6,3,12,16,-31
DET,03/23/2019,DET @ POR,L,240,112,42,84,50,14,34,41.2,14,14,100,6,23,29,24,9,3,7,21,-5
GSW,03/23/2019,GSW vs. DAL,L,241,91,36,90,40,4,30,13.3,15,21,71.4,8,28,36,22,6,2,10,22,-35
MEM,03/23/2019,MEM vs. MIN,L,240,99,36,96,37.5,10,33,30.3,17,22,77.3,20,27,47,22,8,4,15,22,-13
MIN,03/23/2019,MIN @ MEM,W,240,112,40,83,48.2,12,26,46.2,20,21,95.2,13,36,49,25,7,10,19,20,13
MIA,03/23/2019,MIA @ WAS,W,240,113,44,88,50,12,39,30.8,13,19,68.4,12,32,44,29,5,10,11,23,5
UTA,03/23/2019,UTA @ CHI,W,239,114,46,95,48.4,11,32,34.4,11,15,73.3,12,46,58,27,7,8,11,17,31
BOS,03/23/2019,BOS @ CHA,L,240,117,44,93,47.3,19,43,44.2,10,15,66.7,7,35,42,31,6,8,10,23,-7
CHA,03/23/2019,CHA vs. BOS,W,241,124,42,95,44.2,18,38,47.4,22,28,78.6,14,39,53,26,7,5,11,15,7
ATL,03/23/2019,ATL vs. PHI,W,240,129,49,106,46.2,15,47,31.9,16,21,76.2,15,34,49,28,8,7,12,25,2
LAL,03/24/2019,LAL vs. SAC,W,240,111,39,85,45.9,13,40,32.5,20,24,83.3,9,47,56,29,4,8,20,22,5
LAC,03/24/2019,LAC @ NYK,W,241,124,38,86,44.2,15,35,42.9,33,37,89.2,12,30,42,24,7,4,8,19,11
BOS,03/24/2019,BOS vs. SAS,L,241,96,38,94,40.4,7,35,20,13,16,81.3,11,34,45,23,4,2,8,14,-19
NOP,03/24/2019,NOP vs. HOU,L,239,90,38,92,41.3,7,28,25,7,10,70,15,29,44,26,9,3,15,9,-23
CHA,03/24/2019,CHA @ TOR,W,240,115,41,93,44.1,18,41,43.9,15,17,88.2,14,25,39,32,12,3,7,17,1
IND,03/24/2019,IND vs. DEN,W,240,124,51,91,56,8,18,44.4,14,17,82.4,10,39,49,34,9,5,11,17,36
DET,03/24/2019,DET @ GSW,L,240,114,39,84,46.4,12,31,38.7,24,25,96,10,19,29,25,6,0,6,13,-7
GSW,03/24/2019,GSW vs. DET,W,240,121,46,74,62.2,13,25,52,16,19,84.2,7,30,37,31,3,5,13,23,7
DEN,03/24/2019,DEN @ IND,L,240,88,33,93,35.5,7,29,24.1,15,16,93.8,15,26,41,21,5,7,17,17,-36
HOU,03/24/2019,HOU @ NOP,W,240,113,42,86,48.8,21,49,42.9,8,9,88.9,13,37,50,24,10,5,17,16,23
CLE,03/24/2019,CLE @ MIL,L,241,105,41,96,42.7,11,41,26.8,12,17,70.6,12,33,45,23,6,1,12,21,-22
SAC,03/24/2019,SAC @ LAL,L,240,106,39,104,37.5,14,33,42.4,14,23,60.9,16,34,50,27,13,4,7,22,-5
NYK,03/24/2019,NYK vs. LAC,L,240,113,41,86,47.7,9,33,27.3,22,25,88,13,31,44,22,5,7,14,24,-11
SAS,03/24/2019,SAS @ BOS,W,239,115,50,98,51,8,24,33.3,7,8,87.5,11,40,51,32,1,4,8,19,19
TOR,03/24/2019,TOR vs. CHA,L,241,114,45,77,58.4,11,26,42.3,13,13,100,3,32,35,29,6,11,13,17,-1
MIL,03/24/2019,MIL vs. CLE,W,241,127,48,87,55.2,15,41,36.6,16,21,76.2,4,41,45,26,8,7,9,13,22
OKC,03/25/2019,OKC @ MEM,L,241,103,38,95,40,12,36,33.3,15,20,75,12,29,41,17,8,4,10,25,-12
MEM,03/25/2019,MEM vs. OKC,W,241,115,40,89,44.9,11,33,33.3,24,31,77.4,13,44,57,31,8,3,11,18,12
BKN,03/25/2019,BKN @ POR,L,290,144,49,103,47.6,15,42,35.7,31,44,70.5,15,44,59,25,3,4,16,31,-4
PHI,03/25/2019,PHI @ ORL,L,242,98,36,73,49.3,6,23,26.1,20,26,76.9,6,33,39,20,4,2,15,18,-21
PHX,03/25/2019,PHX @ UTA,L,238,92,31,76,40.8,7,23,30.4,23,28,82.1,9,27,36,12,8,3,21,18,-33
UTA,03/25/2019,UTA vs. PHX,W,239,125,48,86,55.8,10,21,47.6,19,23,82.6,10,33,43,31,11,4,14,23,33
ORL,03/25/2019,ORL vs. PHI,W,239,119,45,87,51.7,11,29,37.9,18,23,78.3,13,31,44,28,9,2,7,18,21
POR,03/25/2019,POR vs. BKN,W,290,148,53,121,43.8,14,45,31.1,28,36,77.8,16,39,55,35,9,5,3,30,4
SAC,03/26/2019,SAC @ DAL,W,242,125,44,87,50.6,10,23,43.5,27,32,84.4,12,25,37,27,4,1,7,23,4
DEN,03/26/2019,DEN vs. DET,W,240,95,37,87,42.5,7,27,25.9,14,20,70,11,45,56,22,3,2,14,19,3
ATL,03/26/2019,ATL @ NOP,W,239,130,44,97,45.4,19,51,37.3,23,26,88.5,9,32,41,30,13,4,16,26,10
SAS,03/26/2019,SAS @ CHA,L,264,116,44,108,40.7,13,39,33.3,15,21,71.4,17,43,60,24,4,5,12,21,-9
MIA,03/26/2019,MIA vs. ORL,L,240,99,36,86,41.9,10,33,30.3,17,21,81,6,33,39,25,10,1,11,22,-5
BOS,03/26/2019,BOS @ CLE,W,240,116,46,91,50.5,10,25,40,14,19,73.7,11,35,46,23,8,3,10,21,10
ORL,03/26/2019,ORL @ MIA,W,239,104,37,89,41.6,14,42,33.3,16,23,69.6,15,40,55,27,5,5,15,19,5
CHA,03/26/2019,CHA vs. SAS,W,265,125,46,100,46,13,42,31,20,28,71.4,5,40,45,30,9,5,6,18,9
DAL,03/26/2019,DAL vs. SAC,L,240,121,39,77,50.6,15,45,33.3,28,32,87.5,7,31,38,27,1,6,11,26,-4
MIL,03/26/2019,MIL vs. HOU,W,239,108,42,94,44.7,14,34,41.2,10,13,76.9,10,50,60,24,10,6,15,11,14
TOR,03/26/2019,TOR vs. CHI,W,241,112,42,86,48.8,12,28,42.9,16,16,100,2,37,39,28,13,7,15,16,9
WAS,03/26/2019,WAS @ LAL,L,240,106,39,90,43.3,6,32,18.8,22,27,81.5,11,28,39,21,5,4,17,20,-18
CLE,03/26/2019,CLE vs. BOS,L,240,106,39,80,48.8,9,28,32.1,19,25,76,3,33,36,24,4,1,14,21,-10
NOP,03/26/2019,NOP vs. ATL,L,242,120,39,83,47,12,34,35.3,30,40,75,8,37,45,28,10,6,24,23,-10
LAL,03/26/2019,LAL vs. WAS,W,240,124,48,89,53.9,11,33,33.3,17,23,73.9,13,39,52,37,9,5,18,21,18
HOU,03/26/2019,HOU @ MIL,L,241,94,36,99,36.4,16,52,30.8,6,7,85.7,8,38,46,17,7,5,13,15,-14
DET,03/26/2019,DET @ DEN,L,239,92,36,102,35.3,11,42,26.2,9,13,69.2,17,39,56,19,5,2,6,21,-3
MIN,03/26/2019,MIN vs. LAC,L,240,111,41,94,43.6,9,27,33.3,20,33,60.6,10,33,43,22,13,1,10,18,-11
CHI,03/26/2019,CHI @ TOR,L,239,103,39,86,45.3,8,23,34.8,17,20,85,7,38,45,20,12,2,18,16,-9
LAC,03/26/2019,LAC @ MIN,W,240,122,46,85,54.1,16,32,50,14,14,100,3,48,51,30,8,4,18,26,11
UTA,03/27/2019,UTA vs. LAL,W,242,115,41,83,49.4,10,32,31.3,23,36,63.9,8,46,54,33,4,5,11,18,15
LAL,03/27/2019,LAL @ UTA,L,239,100,37,97,38.1,9,27,33.3,17,24,70.8,8,32,40,21,9,5,4,23,-15
POR,03/27/2019,POR @ CHI,W,239,118,43,83,51.8,11,32,34.4,21,25,84,9,36,45,30,4,3,8,16,20
IND,03/27/2019,IND @ OKC,L,240,99,40,92,43.5,13,31,41.9,6,11,54.5,8,37,45,26,4,6,11,17,-8
WAS,03/27/2019,WAS @ PHX,W,241,124,43,90,47.8,9,25,36,29,43,67.4,15,37,52,18,10,3,10,20,3
GSW,03/27/2019,GSW @ MEM,W,241,118,45,84,53.6,15,31,48.4,13,15,86.7,6,40,46,30,9,7,14,19,15
PHX,03/27/2019,PHX vs. WAS,L,241,121,43,87,49.4,14,37,37.8,21,26,80.8,11,37,48,22,9,7,15,28,-3
OKC,03/27/2019,OKC vs. IND,W,240,107,41,92,44.6,13,36,36.1,12,19,63.2,9,35,44,29,7,7,6,14,8
MEM,03/27/2019,MEM vs. GSW,L,239,103,39,100,39,10,31,32.3,15,21,71.4,19,32,51,22,11,5,9,16,-15
CHI,03/27/2019,CHI vs. POR,L,239,98,39,91,42.9,5,23,21.7,15,19,78.9,16,28,44,22,4,0,8,19,-20
TOR,03/28/2019,TOR @ NYK,W,240,117,40,89,44.9,20,47,42.6,17,22,77.3,6,38,44,32,8,6,8,28,25
PHI,03/28/2019,PHI vs. BKN,W,240,123,45,90,50,12,25,48,21,28,75,9,36,45,27,10,3,9,23,13
SAC,03/28/2019,SAC @ NOP,L,241,118,47,95,49.5,10,23,43.5,14,16,87.5,8,36,44,28,6,10,12,19,-3
SAS,03/28/2019,SAS vs. CLE,W,241,116,45,85,52.9,14,33,42.4,12,17,70.6,4,29,33,27,8,6,11,14,6
BKN,03/28/2019,BKN @ PHI,L,240,110,40,90,44.4,11,32,34.4,19,29,65.5,11,34,45,25,4,3,15,22,-13
NYK,03/28/2019,NYK vs. TOR,L,240,92,31,85,36.5,6,26,23.1,24,32,75,14,40,54,16,3,5,16,22,-25
MIL,03/28/2019,MIL vs. LAC,W,239,128,45,86,52.3,16,37,43.2,22,27,81.5,3,44,47,25,5,5,8,21,10
MIA,03/28/2019,MIA vs. DAL,W,241,105,39,89,43.8,7,30,23.3,20,27,74.1,10,45,55,24,7,4,10,22,6
ORL,03/28/2019,ORL @ DET,L,238,98,37,94,39.4,8,31,25.8,16,20,80,15,28,43,21,5,4,12,14,-17
DAL,03/28/2019,DAL @ MIA,L,241,99,36,92,39.1,16,47,34,11,17,64.7,10,40,50,26,4,2,13,21,-6
LAC,03/28/2019,LAC @ MIL,L,240,118,42,92,45.7,17,33,51.5,17,22,77.3,8,38,46,26,7,3,11,21,-10
NOP,03/28/2019,NOP vs. SAC,W,240,121,49,97,50.5,9,28,32.1,14,14,100,8,37,45,27,6,6,12,16,3
DEN,03/28/2019,DEN @ HOU,L,240,85,31,84,36.9,4,24,16.7,19,20,95,7,31,38,22,7,3,14,17,-27
CLE,03/28/2019,CLE @ SAS,L,241,110,45,92,48.9,12,29,41.4,8,10,80,14,35,49,18,6,1,14,20,-6
DET,03/28/2019,DET vs. ORL,W,240,115,46,86,53.5,17,35,48.6,6,12,50,10,33,43,25,8,9,11,18,17
HOU,03/28/2019,HOU vs. DEN,W,239,112,40,87,46,15,40,37.5,17,20,85,11,35,46,22,8,3,10,19,27
DEN,03/29/2019,DEN @ OKC,W,240,115,48,85,56.5,14,33,42.4,5,6,83.3,7,32,39,30,6,1,12,21,10
LAL,03/29/2019,LAL vs. CHA,W,239,129,51,91,56,18,38,47.4,9,12,75,11,33,44,34,8,2,14,17,14
MIN,03/29/2019,MIN vs. GSW,W,264,131,45,103,43.7,14,38,36.8,27,34,79.4,15,44,59,25,7,3,16,24,1
OKC,03/29/2019,OKC vs. DEN,L,239,105,43,88,48.9,8,27,29.6,11,16,68.8,11,24,35,19,5,5,13,17,-10
BOS,03/29/2019,BOS vs. IND,W,240,114,44,86,51.2,13,27,48.1,13,17,76.5,7,36,43,27,8,5,14,19,2
ATL,03/29/2019,ATL vs. POR,L,239,98,38,94,40.4,9,38,23.7,13,14,92.9,8,33,41,20,5,7,10,22,-20
CHA,03/29/2019,CHA @ LAL,L,241,115,42,88,47.7,15,39,38.5,16,17,94.1,8,29,37,26,8,2,13,14,-14
UTA,03/29/2019,UTA vs. WAS,W,239,128,48,87,55.2,14,32,43.8,18,18,100,8,36,44,26,7,7,18,22,4
GSW,03/29/2019,GSW @ MIN,L,266,130,46,98,46.9,18,40,45,20,28,71.4,8,37,45,27,11,3,14,24,-1
WAS,03/29/2019,WAS @ UTA,L,242,124,48,98,49,15,37,40.5,13,22,59.1,12,30,42,32,11,3,13,18,-4
IND,03/29/2019,IND @ BOS,L,240,112,42,90,46.7,12,27,44.4,16,23,69.6,14,27,41,27,9,2,12,16,-2
POR,03/29/2019,POR @ ATL,W,242,118,45,96,46.9,9,32,28.1,19,22,86.4,10,45,55,19,4,4,9,9,20
HOU,03/30/2019,HOU vs. SAC,W,239,119,39,83,47,17,52,32.7,24,27,88.9,6,32,38,19,6,2,9,17,11
MIN,03/30/2019,MIN vs. PHI,L,240,109,39,86,45.3,11,26,42.3,20,25,80,4,32,36,23,6,6,9,15,-9
BKN,03/30/2019,BKN vs. BOS,W,240,110,38,83,45.8,12,38,31.6,22,28,78.6,5,35,40,22,7,2,12,17,14
PHI,03/30/2019,PHI @ MIN,W,240,118,44,94,46.8,15,31,48.4,15,21,71.4,15,40,55,32,5,4,11,20,9
PHX,03/30/2019,PHX vs. MEM,L,241,115,43,81,53.1,12,28,42.9,17,23,73.9,7,33,40,27,8,7,19,26,-5
LAC,03/30/2019,LAC vs. CLE,W,241,132,53,85,62.4,15,33,45.5,11,16,68.8,9,35,44,33,5,5,16,25,24
POR,03/30/2019,POR @ DET,L,241,90,38,102,37.3,4,21,19,10,11,90.9,18,41,59,18,7,5,16,19,-9
IND,03/30/2019,IND vs. ORL,L,239,116,48,90,53.3,9,24,37.5,11,17,64.7,11,33,44,26,4,3,15,18,-5
CHI,03/30/2019,CHI vs. TOR,L,240,101,41,97,42.3,9,30,30,10,16,62.5,17,36,53,21,7,6,13,15,-23
TOR,03/30/2019,TOR @ CHI,W,240,124,46,89,51.7,18,38,47.4,14,18,77.8,6,41,47,35,10,4,11,15,23
CLE,03/30/2019,CLE @ LAC,L,240,108,41,92,44.6,3,23,13,23,28,82.1,14,22,36,18,11,0,11,16,-24
SAC,03/30/2019,SAC @ HOU,L,240,108,42,94,44.7,15,29,51.7,9,15,60,16,33,49,28,3,4,12,17,-11
DET,03/30/2019,DET vs. POR,W,240,99,37,86,43,5,25,20,20,26,76.9,7,38,45,20,8,6,10,21,9
MIA,03/30/2019,MIA @ NYK,W,239,100,39,90,43.3,9,32,28.1,13,17,76.5,14,37,51,26,11,3,18,21,8
BOS,03/30/2019,BOS @ BKN,L,239,96,35,83,42.2,8,20,40,18,23,78.3,7,32,39,19,8,7,15,25,-14
ORL,03/30/2019,ORL @ IND,W,240,121,47,92,51.1,15,38,39.5,12,14,85.7,9,28,37,37,9,3,7,16,5
NYK,03/30/2019,NYK vs. MIA,L,240,92,31,77,40.3,9,38,23.7,21,25,84,8,34,42,20,10,7,18,16,-8
MEM,03/30/2019,MEM @ PHX,W,241,120,41,89,46.1,8,25,32,30,40,75,15,29,44,24,15,6,11,18,5
MIL,03/31/2019,MIL @ ATL,L,264,135,48,116,41.4,17,55,30.9,22,23,95.7,22,49,71,30,6,3,16,20,-1
GSW,03/31/2019,GSW vs. CHA,W,238,137,53,88,60.2,21,33,63.6,10,12,83.3,10,40,50,41,7,10,15,19,47
CHA,03/31/2019,CHA @ GSW,L,242,90,30,85,35.3,8,32,25,22,25,88,7,21,28,24,8,4,11,11,-47
DAL,03/31/2019,DAL @ OKC,W,240,106,37,87,42.5,16,44,36.4,16,23,69.6,10,42,52,18,3,2,13,19,3
LAC,03/31/2019,LAC vs. MEM,W,240,113,36,75,48,7,27,25.9,34,38,89.5,5,42,47,23,9,5,18,23,17
WAS,03/31/2019,WAS @ DEN,W,239,95,37,92,40.2,6,24,25,15,20,75,9,45,54,24,9,6,10,21,5
ATL,03/31/2019,ATL vs. MIL,W,265,136,52,118,44.1,22,61,36.1,10,17,58.8,15,43,58,36,10,10,9,13,1
SAS,03/31/2019,SAS vs. SAC,L,239,106,44,94,46.8,8,27,29.6,10,14,71.4,15,27,42,24,7,3,11,22,-7
DEN,03/31/2019,DEN vs. WAS,L,240,90,35,93,37.6,7,36,19.4,13,20,65,12,45,57,18,6,5,11,18,-5
SAC,03/31/2019,SAC @ SAS,W,239,113,39,81,48.1,11,25,44,24,28,85.7,7,35,42,20,9,1,12,15,7
NOP,03/31/2019,NOP vs. LAL,L,240,102,38,83,45.8,8,31,25.8,18,21,85.7,5,40,45,19,5,1,24,16,-28
LAL,03/31/2019,LAL @ NOP,W,240,130,48,101,47.5,15,38,39.5,19,22,86.4,11,35,46,30,16,5,10,20,28
MEM,03/31/2019,MEM @ LAC,L,241,96,32,85,37.6,8,33,24.2,24,29,82.8,6,28,34,22,13,6,14,26,-17
OKC,03/31/2019,OKC vs. DAL,L,241,103,38,98,38.8,11,43,25.6,16,22,72.7,15,34,49,19,6,6,8,21,-3
IND,04/01/2019,IND vs. DET,W,239,111,42,77,54.5,10,22,45.5,17,22,77.3,7,35,42,27,9,8,17,20,9
MIA,04/01/2019,MIA @ BOS,L,239,105,40,88,45.5,10,37,27,15,18,83.3,9,39,48,27,9,6,15,17,-5
BOS,04/01/2019,BOS vs. MIA,W,240,110,36,91,39.6,17,40,42.5,21,24,87.5,14,35,49,25,8,2,12,18,5
MIL,04/01/2019,MIL @ BKN,W,239,131,47,94,50,11,34,32.4,26,30,86.7,6,34,40,28,15,7,14,26,10
CHA,04/01/2019,CHA @ UTA,L,240,102,36,90,40,7,30,23.3,23,29,79.3,10,34,44,15,12,2,11,20,-9
DET,04/01/2019,DET @ IND,L,240,102,38,88,43.2,12,33,36.4,14,19,73.7,16,25,41,21,7,5,15,24,-9
MIN,04/01/2019,MIN vs. POR,L,241,122,47,96,49,11,29,37.9,17,19,89.5,10,27,37,29,8,3,9,19,-10
